Devdas,Average Rating: 7.6/10,2013,"{""itunes""=>[""1108993561""]}",Bollywood,"[""Shah Rukh Khan"", ""Madhuri Dixit"", ""Aishwarya Rai"", ""Jackie Shroff"", ""Kiron Kher"", ""Smita Jayakar"", ""Vijayendra Ghatge"", ""Milind Gunaji""]","[""Bharat Shah""]","[""Sanjay Leela Bhansali""]"
Kal Ho Naa Ho,Average Rating: 7.2/10,2003,"{""itunes""=>[""699481532""]}",Bollywood,"[""Jaya Bachchan"", ""Shah Rukh Khan"", ""Preity Zinta"", ""Saif Ali Khan""]","[""Yash Johar""]","[""Nikhil Advani""]"
Jab Harry Met Sejal,,2017,"{""itunes""=>[""1279121899""]}",Bollywood,"[""Shah Rukh Khan"", ""Anushka Sharma""]","[""Gauri Khan""]","[""Imtiaz Ali""]"
Kapoor and Sons,,2016,"{""itunes""=>[""1124278495""]}",Bollywood,"[""Rishi Kapoor"", ""Sidharth Malhotra"", ""Fawad Khan"", ""Alia Bhatt"", ""Ratna Pathak"", ""Rajat Kapoor""]","[""Hiroo Yash Johar"", ""Karan Johar"", ""Apoorva Mehta""]","[""Shakun Batra""]"
Piku,Average Rating: 7.0/10,2015,"{""itunes""=>[""1019071238""]}",Bollywood,"[""Amitabh Bachchan"", ""Deepika Padukone"", ""Irrfan Khan""]","[""N P Singh"", ""Ronnie Lahiri"", ""Sneha Rajani""]","[""Shoojit Sircar""]"
Badrinath Ki Dulhania,Average Rating: 6.4/10,2017,"{""itunes""=>[""1250380616""]}",Bollywood,"[""Varun Dhawan"", ""Alia Bhatt"", ""Sahil Vaid"", ""Rituraj Singh"", ""Gauhar Khan"", ""Shweta Basu""]","[""Hiroo Yash Johar"", ""Karan Johar"", ""Apoorva Mehta""]","[""Shashank Khaitan""]"
Yeh Jawaani Hai Deewani,,2013,"{""itunes""=>[""1109019810""]}",Romance,"[""Ranbir Kapoor"", ""Deepika Padukone"", ""Kalki Koechlin"", ""Aditya Roy Kapoor""]","[""Karan Johar"", ""Hiroo Yash Johar""]","[""Ayan Mukerji""]"
Tamasha,Average Rating: 5.2/10,2015,"{""itunes""=>[""1135029441""]}",Bollywood,"[""Ranbir Kapoor"", ""Deepika Padukone"", ""Yash Sehgal"", ""Jawed Sheikh"", ""Sushma Seth"", ""Vivek Mushran"", ""Nikhil Bhagat"", ""Punam Singh"", ""Piyush Mishra"", ""Ishteyak Khan""]","[""Sajid Nadiadwala""]","[""Imtiaz Ali""]"
Om Shanti Om,Average Rating: 7.2/10,2007,"{""itunes""=>[""1109014746""]}",Bollywood,"[""Shah Rukh Khan"", ""Deepika Padukone"", ""Shreyas Talpade"", ""Kirron Kher"", ""Arjun Rampal"", ""Bindu""]","[""Gauri Khan""]","[""Farah Khan""]"
Zindagi Na Milegi Dobara,Average Rating: 7.9/10,2011,"{""itunes""=>[""1109020333""]}",Bollywood,"[""Hrithik Roshan"", ""Abhay Deol"", ""Farhan Akhtar"", ""Katrina Kaif"", ""Kalki Koechlin""]","[""Farhan Akhtar"", ""Ritesh Sidhwani""]","[""Zoya Akhtar""]"
Befikre,,2016,"{""itunes""=>[""1190204826""]}",Bollywood,"[""Ranveer Singh"", ""Vaani Kapoor""]","[""Aditya Chopra""]","[""Aditya Chopra""]"
Dilwale Dulhania Le Jayenge,,1995,"{""itunes""=>[""1112331346""]}",Bollywood,"[""Shah Rukh Khan"", ""Kajol""]","[""Yash Chopra""]","[""Aditya Chopra""]"
Highway,Average Rating: 7.4/10,2014,"{""itunes""=>[""851569092""]}",Bollywood,"[""Randeep Hooda"", ""Alia Bhatt""]","[""Window Seat Films""]","[""Imitiaz Ali""]"
Kabhi Alvida Naa Kehna,Average Rating: 6.5/10,2006,"{""itunes""=>[""713960560""]}",Bollywood,"[""Amitabh Bachchan"", ""Shah Rukh Khan"", ""Rani Mukerji"", ""Preity Zinta"", ""Abhishek Bachchan"", ""Kiron Kher""]","[""Hiroo Johar""]","[""Karan Johar""]"
Prem Ratan Dhan Payo,Average Rating: 6.0/10,2015,"{""itunes""=>[""1078549176""]}",Bollywood,"[""Salman Khan"", ""Sonam Kapoor"", ""Anupam Kher"", ""Neil Nitin Mukesh"", ""Arman Kohli"", ""Swara Bhaskar""]","[""Kamal Kumar Barjatya"", ""Rajkumar Barjatya"", ""Ajit Kumar Barjatya""]","[""Sooraj R Barjatya""]"
Chandni Chowk to China 2008,Average Rating: 5.2/10,2009,"{""itunes""=>[""312058686""]}",Action & Adventure,"[""Akshay Kumar"", ""Deepika Padukone"", ""Mithun Chakraborty"", ""Ranvir Shorey"", ""Gordon Liu"", ""Roger Yuan""]","[""Mukesh Talreja"", ""Rohan Sippy"", ""Ramesh Sippy""]","[""Nikhil Advani""]"
Fan,Average Rating: 6.7/10,2016,"{""itunes""=>[""1116004638""]}",Bollywood,"[""Shah Rukh Khan"", ""Shriya Pilgaonkar"", ""Waluscha De Sousa"", ""Sayani Gupta"", ""Yogendra Tiku"", ""Deepika Amin""]","[""Aditya Chopra""]","[""Maneesh Sharma""]"
Goliyon Ki Raasleela Ram-Leela,,2013,"{""itunes""=>[""1109010164""]}",Romance,"[""Ranveer Singh"", ""Deepika Padukone"", ""Richa Chadda"", ""Supriya Pathak Kapur"", ""Sharad Kelkar"", ""Gulshan Devaiah"", ""Barkha Bisht Sengupta"", ""Abhimanyu Singh""]","[""Sanjay Leela Bhansali"", ""Kishore Lulla""]","[""Sanjay Leela Bhansali""]"
Baahubali 2: The Conclusion,Average Rating: 7.9/10,2017,"{""itunes""=>[""1246063720""]}",Bollywood,"[""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah Bhatia"", ""Sathyaraj"", ""Ramya Krishnan"", ""Nassar""]","[""Shobu Yarlagadda"", ""Prasad Devineni""]","[""S.S. Rajamouli""]"
Barfi!,Average Rating: 7.2/10,2012,"{""itunes""=>[""814058997""]}",Bollywood,"[""Ranbir Kapoor"", ""Priyanka Chopra"", ""Ileana D'Cruz""]","[""Siddharth Roy Kapur"", ""Ronnie Screwvala""]","[""Anurag Basu""]"
ABCD 2,Average Rating: 6.0/10,2015,"{""itunes""=>[""1061192113""]}",Bollywood,"[""Varun Dhawan"", ""Shraddha Kapoor"", ""Raghav Juyal"", ""Prabhudheva"", ""Tisca Chopra"", ""Lauren Gottlieb"", ""Dharmesh Yelande"", ""Punit J. Pathak"", ""Pravin Bhosale"", ""Sushant Pujari""]","[""Siddharth Roy Kapur""]","[""Remo Dsouza""]"
Rab Ne Bana Di Jodi,Average Rating: 6.6/10,2008,"{""itunes""=>[""1114107023""]}",Bollywood,"[""Shah Rukh Khan"", ""Anushka Sharma""]","[""Aditya Chopra""]","[""Aditya Chopra""]"
Haider,Average Rating: 7.2/10,2014,"{""itunes""=>[""999081867""]}",Bollywood,"[""Tabu"", ""Shahid Kapoor"", ""Shraddha Kapoor"", ""Kay Kay Menon"", ""Ashish Vidyarthi""]","[""Vishal Bhardwaj"", ""Siddharth Roy Kapur""]","[""Vishal Bhardwaj""]"
Student of the Year,,2012,"{""itunes""=>[""1109018009""]}",Bollywood,"[""Sidharth Malhotra"", ""Varun Dhawan"", ""Alia Bhatt"", ""Rishi Kapoor"", ""Ram Kapoor"", ""Ronit Roy""]","[""Hiroo Yash Johar"", ""Gauri Khan""]","[""Karan Johar""]"
Main Hoon Na,,2004,"{""itunes""=>[""1109013792""]}",Bollywood,"[""Sushmita Sen"", ""Zayed Khan"", ""Amrita Rao"", ""Naseeruddin Shah"", ""Satish Shah"", ""Boman Irani"", ""Bindu"", ""Suniel Shetty"", ""Kirron Kher"", ""Shah Rukh Khan"", ""Rakhi Sawant""]","[""Gauri Khan""]","[""Farah Khan""]"
Jolly LLB 2,,2017,"{""itunes""=>[""1239784862""]}",Bollywood,"[""Akshay Kumar"", ""Huma Qureshi"", ""Saurabh Shukla"", ""Annu Kapoor""]","[""Fox Star Studios""]","[""Subhash Kapoor""]"
Jab Tak Hai Jaan,Average Rating: 6.3/10,2012,"{""itunes""=>[""1114172761""]}",Bollywood,"[""Shah Rukh Khan"", ""Katrina Kaif"", ""Anushka Sharma"", ""Anupam Kher"", ""Neetu Singh"", ""Rishi Kapoor"", ""Sarika Thakur"", ""Andrew Bicknell"", ""Sharib Hashmi"", ""Jasmine Jardot"", ""Girish Sahdev"", ""Amarinder Sodhi"", """", """"]","[""Aditya Chopra""]","[""Yash Chopra""]"
Baahubali - The Beginning,Average Rating: 7.0/10,2015,"{""itunes""=>[""1141641193""]}",Bollywood,"[""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah"", ""Ramya Krishnan"", ""Sathyaraj""]","[""Prasad Devineni"", ""Shobu Yarlagadda""]","[""S. S. Rajamouli""]"
Hate Story,,2012,"{""itunes""=>[""591271928""]}",Bollywood,"[""Nikhil Dwivedi"", ""Paoli Dam"", ""Gulshan Devaiah""]","[""Vikram Bhatt"", ""Rohit Malhotra""]","[""Vivek Agnihotri""]"
Cocktail,,2012,"{""itunes""=>[""1108991349""]}",Bollywood,"[""Saif Ali Khan"", ""Deepika Padukone"", ""Diana Penty"", ""Dimple Kapadia"", ""Boman Irani""]","[""Saif Ali Khan"", ""Dinesh Vijan""]","[""Homi Adajania""]"
Baaghi,Average Rating: 3.8/10,2016,"{""itunes""=>[""1161137170""]}",Bollywood,"[""Tiger Shroff"", ""Shraddha Kapoor"", ""Sudheer Babu Posani"", ""Sunil Grover"", ""Grandmaster Shifuji Shaurya Bharadwaj"", ""Sanjay Mishra"", ""Aryan Jigar Prajapati"", ""Sourav Chakrabarty""]","[""Sajid Nadiadwala""]","[""Sabbir Khan""]"
Baar Baar Dekho,,2016,"{""itunes""=>[""1243370112""]}",Bollywood,"[""Katrina Kaif"", ""Sidharth Malhotra"", ""Sarika"", ""Ram Kapoor"", ""Taaha Shah Badusha"", ""Sayani Gupta"", ""Rohan Joshi"", ""Rajit Kapur""]","[""Karan Johar"", ""Farhan Akhtar"", ""Ritesh Sidhwani""]","[""Nitya Mehra""]"
Veer-Zaara,Average Rating: 7.9/10,2004,"{""itunes""=>[""1113805532""]}",Bollywood,"[""Shah Rukh Khan"", ""Preity Zinta"", ""Amitabh Bachchan"", ""Hema Malini""]","[""Yash Chopra"", ""Aditya Chopra""]","[""Yash Chopra""]"
English Vinglish,,2012,"{""itunes""=>[""1109009645""]}",Bollywood,"[""Sridevi"", ""Adil Hussain Khan"", ""Priya Anand"", ""Mehdi Nebbou"", ""Cory Hibbs"", ""Rajeev R."", ""Ruth Aguilar"", ""Damien Thompson"", ""Maria Romano""]","[""Rakesh Jhunjhunwala"", ""Sunil Lulla""]","[""Gauri Shinde""]"
Dostana,Average Rating: 7.2/10,2008,"{""itunes""=>[""1113848767""]}",Bollywood,"[""Abhishek Bachchan"", ""John Abraham"", ""Priyanka Chopra""]","[""Hiroo Yash Johar"", ""Karan Johar""]","[""Tarun Mansukhani""]"
Sanam Teri Kasam,,2016,"{""itunes""=>[""1200623172""]}",Bollywood,"[""Harshvardhan Rane"", ""Mawra Hocane"", ""Manish Choudhary"", ""Pyumori Mehta"", ""Divyetta Singh"", ""Anurag Sinha"", ""Murli Sharma"", ""Shraddha Das"", ""Sunil Dutt"", ""Kunal Punjwani""]","[""Deepak Mukut""]","[""Radhika Rao"", ""Vinay Sapru""]"
Dhoom:2,Average Rating: 7.2/10,2006,"{""itunes""=>[""1113805111""]}",Bollywood,"[""Abhishek Bachchan"", ""Hrithik Roshan"", ""Uday Chopra"", ""Aishwarya Rai"", ""Bipasha Basu""]","[""Aditya Chopra""]","[""Sanjay Gadhvi""]"
Gori Tere Pyaar Mein!,Average Rating: 6.0/10,2013,"{""itunes""=>[""811793046""]}",Bollywood,"[""Imran Khan"", ""Kareena Kapoor"", ""Anupam Kher"", ""Shraddha Kapoor""]","[""Karan Johar"", ""Hiroo Yash Johar""]","[""Punit Malhotra""]"
Shaandaar,,2015,"{""itunes""=>[""1117829583""]}",Bollywood,"[""Shahid Kapoor"", ""Alia Bhatt"", ""Pankaj Kapur"", ""Sanjay Kapoor"", ""Sushma Seth"", ""Niki Walia"", ""Sanah Kapoor""]","[""Karan Johar"", ""Anurag Kashyap"", ""Vikramaditya Motwane""]","[""Vikas Bahl""]"
Mujhse Dosti Karoge!,,2002,"{""itunes""=>[""1113805234""]}",Bollywood,"[""Hrithik Roshan"", ""Rani Mukerji"", ""Kareena Kapoor""]","[""Yash Chopra""]","[""Kunal Kohli""]"
Dhoom: 3,Average Rating: 7.6/10,2013,"{""itunes""=>[""1114172552""]}",Bollywood,"[""Aamir Khan"", ""Abhishek Bachchan"", ""Katrina Kaif"", ""Uday Chopra"", ""Jackie Shroff"", ""Tabrett Bethell""]","[""Aditya Chopra""]","[""Vijay Krishna Acharya""]"
Queen,,2014,"{""itunes""=>[""1087341461""]}",Bollywood,"[""Rajkummar Rao"", ""Lisa Haydon"", ""Mish Boyko"", ""Jeffrey Chee Eng Ho"", ""Kangana Ranaut"", ""Sabeeka Imam""]","[""Vikramaditya Motwane"", ""Anurag Kashyap""]","[""Vikas Bahl""]"
Dharam Sankat Mein,,2015,"{""itunes""=>[""1033858521""]}",Bollywood,"[""Naseeruddin Shah"", ""Paresh Rawal"", ""Annu Kapoor""]","[""Sajjad Chunawala"", ""Shariq Patel""]","[""Fuwad Khan""]"
All Is Well,Average Rating: 3.2/10,2015,"{""itunes""=>[""1058320717""]}",Bollywood,"[""Rishi Kapoor"", ""Abhishek Bachchan"", ""Asin"", ""Supriya Pathak"", ""Sonakshi Sinha""]","[""Varun Bajaj"", ""Bhushan Kumar"", ""Krishan Kumar""]","[""Umesh Shukla""]"
Mohabbatein,,2000,"{""itunes""=>[""1112331528""]}",Bollywood,"[""Amitabh Bachchan"", ""Shah Rukh Khan"", ""Aishwarya Rai"", ""Uday Chopra"", ""Jimmy Shergill"", ""Jugal Hansraj"", ""Shamita Shetty"", ""Kim Sharma"", ""Preeti Jhangiani""]","[""Yash Chopra""]","[""Aditya Chopra""]"
Race 2,,2013,"{""itunes""=>[""816845617""]}",Bollywood,"[""Anil Kapoor"", ""Saif Ali Khan"", ""Deepika Padukone"", ""John Abraham"", ""Jacqueline Fernandez"", ""Ameesha Patel"", ""Rajesh Khattar"", ""Aditya Pancholi"", ""Bipasha Basu""]","[""Kumar S Taurani"", ""Ramesh S Taurani"", ""Ronnie Screwvala""]","[""Abbas Mustan""]"
OK Jaanu,,2017,"{""itunes""=>[""1230289233""]}",Bollywood,"[""Aditya Roy Kapoor"", ""Shraddha Kapoor"", ""Naseeruddin Shah"", ""Leela Samson""]","[""Mani Ratnam"", ""Hiroo Yash Johar"", ""Karan Johar"", ""Apoorva Mehta""]","[""Shaad Ali""]"
Brothers: Blood Against Blood,Average Rating: 5.2/10,2015,"{""itunes""=>[""1055558963""]}",Bollywood,"[""Akshay Kumar"", ""Sidharth Malhotra"", ""Jacqueline Fernandez"", ""Jackie Shroff"", ""Shefali Shah"", ""Ashutosh Rana""]","[""Hiroo Yash Johar"", ""Karan Johar"", ""Endemol India""]","[""Karan Malhotra""]"
Ra.One,Average Rating: 5.6/10,2011,"{""itunes""=>[""1109015936""]}",Bollywood,"[""Shah Rukh Khan""]",[],"[""Anubhav Sinha""]"
Talvar,,2015,"{""itunes""=>[""1094361671""]}",Bollywood,"[""Irrfan"", ""Tabu"", ""Ayesha Parveen"", ""Neeraj Kabi"", ""Konkona Sen Sharma"", ""Sohum Shah"", ""Gajraj Rao"", ""Sumit Gulati"", ""Prakash Belawadi"", ""Shishir Sharma""]","[""Vishal Bhardwaj"", ""Vineet Jain""]","[""Meghna Gulzar""]"
Baahubali 2: The Conclusion,Average Rating: 7.9/10,2017,"{""itunes""=>[""1246587707""]}",Bollywood,"[""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah Bhatia"", ""Sathyaraj"", ""Ramya Krishnan"", ""Nassar""]","[""Shobu Yarlagadda"", ""Prasad Devineni""]","[""S.S. Rajamouli""]"
Love Aaj Kal,,2009,"{""itunes""=>[""1109013353""]}",Bollywood,"[""Saif Ali Khan"", ""Deepika Padukone"", ""Giselli Monteiro"", ""Rishi Kapoor"", ""Rahul Khanna""]","[""Saif Ali Khan"", ""Dinesh Vijan""]","[""Imtiaz Ali""]"
Jazbaa,Average Rating: 5.4/10,2015,"{""itunes""=>[""1077625103""]}",Bollywood,"[""Aishwarya Rai Bachchan"", ""Irrfan"", ""Shabana Azmi"", ""Atul Kulkarni"", ""Jackie Shroff"", ""Chandan Roy Sanyal""]","[""Nittin Keni"", ""Akash Chawla"", ""Sachin J. Joshi"", ""Raina Sachiin Joshi"", ""Anuradha Gupta""]","[""Sanjay Gupta""]"
Tanu Weds Manu,,2011,"{""itunes""=>[""1091967332""]}",Bollywood,"[""R Madhavan"", ""Kangana Ranaut"", ""Jimmy Shergill""]","[""Vinod Bachan"", ""Shailesh R. Singh"", ""Surya Singh""]","[""Anand L. Rai""]"
Dil to Pagal Hai,,1997,"{""itunes""=>[""1112331389""]}",Bollywood,"[""Shah Rukh Khan"", ""Madhuri Dixit"", ""Karishma Kapoor"", ""Akshay Kumar""]","[""Yash Chopra""]","[""Yash Chopra""]"
Hamari Adhuri Kahani,,2015,"{""itunes""=>[""1093760621""]}",Bollywood,"[""Emraan Hashmi"", ""Vidya Balan"", ""Rajkummar Rao""]","[""Vikram Bhatt""]","[""Mohit Suri""]"
Chak De India,Average Rating: 7.2/10,2007,"{""itunes""=>[""1113848793""]}",Bollywood,"[""Shah Rukh Khan""]","[""Aditya Chopra""]","[""Shimit Amin""]"
Housefull 3,,2016,"{""itunes""=>[""1211740066""]}",Bollywood,"[""Akshay Kumar"", ""Riteish Deshmukh"", ""Abhishek Bachchan"", ""Jacqueline Fernandez"", ""Lisa Haydon"", ""Nargis Fakhri"", ""Boman Irani"", ""Chunkey Pandey"", ""Jackie Shroff"", ""Samir Kochhar"", ""Nikitin Dheer"", """"]","[""Sajid Nadiadwala""]","[""Farhad"", ""Sajid""]"
Ek Tha Tiger,Average Rating: 5.8/10,2012,"{""itunes""=>[""1114172683""]}",Bollywood,"[""Salman Khan"", ""Katrina Kaif"", ""Girish Karnad"", ""Ranveer Shorey""]","[""Aditya Chopra""]","[""Kabir Khan""]"
Fashion,,2008,"{""itunes""=>[""817311432""]}",Bollywood,"[""Priyanka Chopra"", ""Kangana Ranaut"", ""Mugdha Godse"", ""Arbaaz Khan"", ""Arjan Bajwa"", ""Samir Soni""]","[""Ronnie Screwvala""]","[""Madhur Bhandarkar""]"
ABCD: Any Body Can Dance,,2013,"{""itunes""=>[""826072002""]}",Bollywood,"[""Prabhudheva"", ""Ganesh Acharya"", ""Kay Kay Menon"", ""Lauren Gottlieb"", ""Dharmesh Yelande"", ""Salman Yusuff Khan""]","[""Ronnie Screwvala"", ""Siddharth Roy Kapur""]","[""Remo Dsouza""]"
Munna Bhai M.B.B.S.,,2003,"{""itunes""=>[""1109014784""]}",Bollywood,"[""Sunil Dutt"", ""Gracy Singh"", ""Sanjay Dutt"", ""Rohini Hattangadi"", ""Jimmy Shergill"", ""Boman Irani"", ""Arshad Warsi""]","[""Vidhu Vinod Chopra""]","[""Rajkumar Hirani""]"
Gabbar is Back,Average Rating: 4.8/10,2015,"{""itunes""=>[""1045306088""]}",Bollywood,"[""Akshay Kumar"", ""Shruti Haasan"", ""Sunil Grover"", ""Kareena Kapoor""]","[""Sanjay Leela Bhansali"", ""Shabina Khan""]","[""Radha Krishna Jagarlamudi""]"
D-Day,,2013,"{""itunes""=>[""778357231""]}",Bollywood,"[""Rishi Kapoor"", ""Irrfan Khan"", ""Arjun Rampal"", ""Huma Qureshi"", ""Shruti Hassan"", ""Nasser"", ""Imran Hasnee"", ""Ashwin Dhar""]","[""Monisha Advani"", ""Arun Rangachari"", ""Vivek Rangachari"", ""Madhu Bhojwani""]","[""Nikhil Advani""]"
Chalte Chalte,,2013,"{""itunes""=>[""1108990102""]}",Bollywood,"[""Shah Rukh Khan"", ""Rani Mukerji"", ""Jas Arora"", ""Satish Shah"", ""Lillete Dubey"", ""Johnny Lever""]","[""Shah Rukh Khan"", ""Aziz Mirza"", ""Juhi Chawla""]","[""Aziz Mirza""]"
Main Prem Ki Diwani Hoon,,2003,"{""itunes""=>[""1034184414""]}",Bollywood,"[""Hrithik Roshan"", ""Kareena Kapoor"", ""Abhishek Bachchan""]","[""Kamal Kumar Barjatya"", ""Rajkumar Barjatya"", ""Ajit Kumar Barjatya""]","[""Sooraj R Barjatya""]"
Housefull 2,,2012,"{""itunes""=>[""1109010932""]}",Bollywood,"[""Akshay Kumar"", ""Asin Thottumkal"", ""John Abraham"", ""Riteish Deshmukh"", ""Zareen Khan"", ""Shreyas Talpade"", ""Shazahn Padamsee"", ""Chunky Pandey"", ""Mithun Chakraborty"", ""Rishi Kapoor"", ""Randhir Kapoor"", """"]","[""Sajid Nadiadwala""]","[""Sajid Khan""]"
Mubarakan,Average Rating: 5.0/10,2017,"{""itunes""=>[""1296650240""]}",Bollywood,"[""Anil Kapoor"", ""Arjun Kapoor"", ""Ileana D'Cruz"", ""Athiya Shetty"", ""Neha Sharma""]","[""Sony Pictures Networks Productions"", ""Murad Khetani"", ""Ashwin Varde""]","[""Anees Bazmee""]"
Begum Jaan,,2017,"{""itunes""=>[""1234848387""]}",Bollywood,"[""Vidya Balan"", ""Ila Arun"", ""Naseeruddin Shah"", ""Rajit Kapoor"", ""Ashish Vidyarthi"", ""Vivek Mushran"", ""Chunky Pandey"", ""Gauhar Khan"", ""Pallavi Sharda""]","[""Mukesh Bhatt"", ""Vishesh Bhatt"", ""PLAY Entertainment""]","[""Srijit Mukherji""]"
Band Baaja Baaraat,,2010,"{""itunes""=>[""1114107160""]}",Bollywood,"[""Anushka Sharma"", ""Ranveer Singh""]","[""Aditya Chopra""]","[""Maneesh Sharma""]"
Aligarh,,2016,"{""itunes""=>[""1198265950""]}",Bollywood,"[""Manoj Bajpayee"", ""Rajkummar Rao"", ""Ashish Vidyarthi"", ""Ishwak Singh"", ""Nutan Surya"", ""Prashant Kumar"", ""Suman Vaidya"", ""Nitin Goel"", ""Shrikant""]","[""Sunil Lulla"", ""Shailesh R. Singh""]","[""Hansal Mehta""]"
Housefull,,2010,"{""itunes""=>[""1109010934""]}",Bollywood,"[""Akshay Kumar"", ""Deepika Padukone"", ""Riteish Deshmukh"", ""Lara Dutta"", ""Jiah Khan"", ""Arjun Rampal"", ""Boman Irani"", ""Randhir Kapoor"", ""Chunky Pandey"", ""Lillete Dubey""]","[""Sajid Nadiadwala""]","[""Sajid Khan""]"
Salaam Namaste,Average Rating: 6.5/10,2005,"{""itunes""=>[""1113805613""]}",Bollywood,"[""Saif Ali Khan"", ""Preity Zinta""]","[""Aditya Chopra""]","[""Siddharth Raj Anand""]"
Bachna Ae Haseeno,,2008,"{""itunes""=>[""1113848746""]}",Bollywood,"[""Ranbir Kapoor"", ""Bipasha Basu"", ""Deepika Padukone"", ""Minissha Lamba""]","[""Aditya Chopra""]","[""Siddharth Anand""]"
Andaz Apna Apna,,1994,"{""itunes""=>[""823259114""]}",Bollywood,"[""Aamir Khan"", ""Salman Khan"", ""Raveena Tandon"", ""Karisma Kapoor"", ""Paresh Rawal"", ""Mehmood"", ""Shakti Kapoor"", ""Viju Khote"", ""Shehzad Khan"", ""Deven Verma"", ""Jagdeep"", ""Tiku Talsania"", """", """"]","[""Vinay Kumar Sinha""]","[""Rajkumar Santoshi""]"
Drishyam,Average Rating: 6.5/10,2015,"{""itunes""=>[""1095955122""]}",Bollywood,"[""Ajay Devgn"", ""Shriya Saran"", ""Tabu"", ""Rajat Kapoor"", ""Ishita Dutta"", ""Mrinal Jadhav"", ""Kamlesh Sawant""]","[""Kumar Mangat Pathak"", ""Ajit Andhare"", ""Abhishek Pathak""]","[""Nishikant Pathak""]"
Parched,Average Rating: 7.2/10,2016,"{""itunes""=>[""1132393758""]}",Foreign,"[""Tannishtha Chatterjee"", ""Radhika Apte"", ""Surveen Chawla"", ""Lehar Khan"", ""Riddhi Sen""]","[""Aseem Bajaj"", ""Ajay Devgn"", ""Gulab Singh Tanwar"", ""Leena Yadav""]","[""Leena Yadav""]"
Race,,2008,"{""itunes""=>[""828331702""]}",Bollywood,"[""Anil Kapoor"", ""Saif Ali Khan"", ""Katrina Kaif"", ""Akshaye Khanna"", ""Sameera Reddy"", ""Bipasha Basu"", ""Dalip Tahil"", ""Johnny Lever""]","[""Kumar S Taurani"", ""Ramesh S Taurani""]","[""Abbas Mustan""]"
Rockstar,,2011,"{""itunes""=>[""1109016608""]}",Bollywood,"[""Ranbir Kapoor"", ""Nargis Fakhri"", ""Shammi Kapoor""]",[],"[""Imtiaz Ali""]"
Dil Bole Hadippa,Average Rating: 4.9/10,2009,"{""itunes""=>[""1114106625""]}",Bollywood,"[""Shahid Kapoor"", ""Rani Mukerji""]","[""Aditya Chopra""]","[""Anurag Singh""]"
A Wednesday,,2015,"{""itunes""=>[""981475873""]}",Bollywood,"[""Anupam Kher"", ""Naseeruddin Shah"", ""Jimmy Shergill"", ""Deepal Shaw"", ""Aamir Bashir""]","[""Ronnie Screwvala"", ""Anjum Rizvi"", ""Shital Bhatia""]","[""Neeraj Pandey""]"
Dabangg,,2010,"{""itunes""=>[""1108992058""]}",Bollywood,"[""Salman Khan"", ""Sonakshi Sinha"", ""Ram Sujan"", ""Vinod Khanna"", ""Mahesh Manjrekar"", ""Anupam Kher"", ""Dimple Kapadia"", ""Sonu Sood"", ""Arbaaz Khan"", ""Mahie Gill"", ""Om Puri"", ""Murli Sharma""]","[""Arbaaz Khan"", ""Malaika Arora Khan"", ""Dhilin Mehta""]","[""Abhinav Singh Kashyap""]"
Hum-Tum,,2004,"{""itunes""=>[""1113805119""]}",Bollywood,"[""Saif Ali Khan"", ""Rani Mukerji""]","[""Aditya Chopra""]","[""Kunal Kohli""]"
Bunty Aur Babli,Average Rating: 6.5/10,2005,"{""itunes""=>[""1113805224""]}",Bollywood,"[""Abhishek Bachchan"", ""Rani Mukerji"", ""Amitabh Bachchan""]","[""Aditya Chopra""]","[""Shaad Ali Sahgal""]"
Duplicate,,1998,"{""itunes""=>[""737616256""]}",Bollywood,"[""Shah Rukh Khan"", ""Juhi Chawla"", ""Sonali Bendre"", ""Mohnish Bahl"", ""Tiku Talsania"", ""Sharat Saxena"", ""Gulshan Grover"", ""Farida Jalal"", ""Rana Jung Bahadur""]","[""Yash Johar""]","[""Mahesh Bhatt""]"
Ek Main Aur Ekk Tu,,2012,"{""itunes""=>[""816817564""]}",Bollywood,"[""Imran Khan"", ""Kareena Kapoor"", ""Boman Irani"", ""Ratna Pathak""]","[""Hiroo Johar"", ""Karan Johar""]","[""Shakun Batra""]"
Singh Is Bliing,,2015,"{""itunes""=>[""1111950662""]}",Bollywood,"[""Akshay Kumar"", ""Kay Kay Menon"", ""Amy Jackson"", ""Lara Dutta"", ""Pradeep Rawat"", ""Anil Mange"", ""Arfi Lamba"", ""Rati Agnihotri"", ""Yograj Singh"", ""Kunal Kapoor"", ""Sunny Leone""]","[""Akshay Jayantilal Gada"", ""Ashvini Yardi"", ""Jayantilal Gada""]","[""Prabhu Deva""]"
Kucch Luv Jaisaa,,2011,"{""itunes""=>[""859727838""]}",Bollywood,"[""Shefali Shah"", ""Rahul Bose"", ""Sumeet Raghavan"", ""Neetu Chandra""]","[""Vipul Amrutlal Shah""]","[""Barnali Ray Shukla""]"
Dil Chahta Hai,,2001,"{""itunes""=>[""1251188526""]}",Bollywood,"[""Aamir Khan"", ""Saif Ali Khan"", ""Akshaye Khanna"", ""Preity Zinta""]","[""Ritesh Sidhwani""]","[""Farhan Akhtar""]"
